pdb,chain,name,L,resolution,n_pairs,split
2g2c,A,2g2c_A,152,1.50,490,train
3i9y,A,3i9y_A,229,2.16,722,train
4qyb,A,4qyb_A,115,2.10,332,train
6mx5,A,6mx5_A,189,2.35,584,train
4yjw,A,4yjw_A,153,1.80,480,train
8tnm,A,8tnm_A,136,1.10,464,train
5oll,A,5oll_A,35,1.45,83,train
4afd,A,4afd_A,129,1.34,379,train
2dlb,A,2dlb_A,70,1.20,91,val
6e8h,A,6e8h_A,158,1.68,460,val
9dte,A,9dte_A,59,1.49,168,train
1pzw,A,1pzw_A,80,2.00,194,train
2wjr,A,2wjr_A,204,1.80,649,train
6w6z,A,6w6z_A,151,1.71,491,train
3of1,A,3of1_A,246,2.21,777,train
8ez6,A,8ez6_A,65,2.00,187,train
6eoa,A,6eoa_A,193,2.18,594,train
1m1q,A,1m1q_A,90,0.97,188,val
7vz2,A,7vz2_A,54,1.70,128,val
2ip6,A,2ip6_A,87,1.35,267,train
2hq6,A,2hq6_A,170,1.75,576,test
1tuh,A,1tuh_A,131,1.85,425,train
4hoj,A,4hoj_A,197,1.40,623,train
8k8i,A,8k8i_A,211,2.10,713,val
2r77,A,2r77_A,190,1.65,623,val
5y9p,A,5y9p_A,212,2.20,701,val
7udo,A,7udo_A,172,2.50,574,test
5ci9,A,5ci9_A,116,2.30,356,train
1c94,A,1c94_A,37,2.08,73,test
2qjl,A,2qjl_A,99,1.44,297,train
6bph,A,6bph_A,66,1.85,170,train
6rx1,A,6rx1_A,89,2.10,214,train
2rdp,A,2rdp_A,140,2.30,390,train
3rnj,A,3rnj_A,67,1.50,173,train
4j20,A,4j20_A,88,1.30,247,train
4dom,A,4dom_A,141,1.80,439,train
8vj1,A,8vj1_A,75,2.26,194,train
1q0a,A,1q0a_A,91,2.00,198,train
4icv,A,4icv_A,84,1.45,246,train
1smx,A,1smx_A,87,1.80,233,train
1eni,A,1eni_A,137,2.20,409,val
2e3h,A,2e3h_A,81,1.45,243,train
6guv,A,6guv_A,134,2.29,349,train
3u7z,A,3u7z_A,97,1.30,272,train
6q61,A,6q61_A,59,1.30,150,test
9lmm,A,9lmm_A,93,1.65,249,val
1jb3,A,1jb3_A,127,1.60,404,train
1n81,A,1n81_A,186,2.10,572,train
5apa,A,5apa_A,196,2.05,692,train
3q0b,X,3q0b_X,148,2.20,434,train
6z4u,A,6z4u_A,84,1.95,157,train
3lf5,A,3lf5_A,87,1.25,236,train
1pi1,A,1pi1_A,185,2.00,580,val
4n8p,A,4n8p_A,119,2.30,247,val
5a9h,A,5a9h_A,189,2.06,625,train
5d9r,A,5d9r_A,132,2.05,398,val
8axo,A,8axo_A,32,1.29,61,train
1ljo,A,1ljo_A,75,1.95,214,train
7dgu,A,7dgu_A,97,1.75,311,train
5e96,A,5e96_A,155,2.10,495,train
1xer,A,1xer_A,103,2.00,310,train
8a5u,B,8a5u_B,201,2.40,622,test
3zlm,A,3zlm_A,177,2.00,596,train
3h6n,A,3h6n_A,104,2.00,283,train
1w0u,A,1w0u_A,55,1.80,142,val
1e7n,A,1e7n_A,89,2.35,270,train
2c8s,A,2c8s_A,149,1.60,406,train
3rle,A,3rle_A,202,1.65,626,train
2zib,A,2zib_A,130,1.34,401,train
6shw,A,6shw_A,48,2.00,104,train
1ckt,A,1ckt_A,71,2.50,182,train
4xyo,A,4xyo_A,99,2.00,294,train
3i2v,A,3i2v_A,124,1.25,380,train
6sm1,A,6sm1_A,111,1.55,344,test
4lb1,D,4lb1_D,30,2.00,70,test
3iuw,A,3iuw_A,79,1.58,226,train
3v85,A,3v85_A,204,1.90,663,train
4hcs,A,4hcs_A,67,1.28,176,train
4hrs,A,4hrs_A,66,2.30,117,train
6k5u,A,6k5u_A,77,2.08,178,train
4ccs,A,4ccs_A,226,1.90,712,val
3r6f,A,3r6f_A,130,1.85,337,train
2cm4,A,2cm4_A,145,1.90,439,train
5hqh,A,5hqh_A,96,1.32,263,test
7avh,A,7avh_A,167,1.35,457,test
5evh,A,5evh_A,121,1.85,375,train
2pa2,A,2pa2_A,108,2.50,347,train
1xt5,A,1xt5_A,135,1.15,412,train
9bqr,A,9bqr_A,38,1.47,80,train
7zvm,A,7zvm_A,104,1.58,309,train
3ext,A,3ext_A,211,2.00,719,train
3ih3,A,3ih3_A,202,2.35,644,val
2rkh,A,2rkh_A,164,2.00,437,train
7xcc,A,7xcc_A,164,1.75,528,val
1r7l,A,1r7l_A,103,2.00,279,train
7tbr,A,7tbr_A,142,1.10,428,train
4pn9,A,4pn9_A,30,2.20,59,train
8pu2,A,8pu2_A,74,1.24,213,train
9jb3,A,9jb3_A,189,1.50,637,train
2oqb,A,2oqb_A,108,1.69,311,train
8k3d,A,8k3d_A,105,2.30,297,val
3f8k,A,3f8k_A,132,1.84,399,train
8eb5,A,8eb5_A,74,2.50,192,test
2hc8,A,2hc8_A,113,1.65,353,train
3c0c,A,3c0c_A,64,1.70,180,val
6jk5,A,6jk5_A,125,1.25,402,train
7bvw,A,7bvw_A,79,2.10,213,train
6c37,A,6c37_A,209,1.70,713,val
6aep,A,6aep_A,79,1.84,219,train
8vez,A,8vez_A,115,2.15,350,train
5b1r,A,5b1r_A,116,1.20,349,train
6ae1,A,6ae1_A,114,2.40,365,train
1kl9,A,1kl9_A,168,1.90,552,train
6np7,A,6np7_A,113,2.16,331,test
3e8w,A,3e8w_A,219,2.50,702,train
3ltj,A,3ltj_A,191,1.80,636,train
1ezj,A,1ezj_A,114,1.90,278,train
4kd6,A,4kd6_A,215,2.25,732,train
3vp9,A,3vp9_A,70,1.80,151,val
1mr8,A,1mr8_A,90,1.90,256,train
2qec,A,2qec_A,181,1.90,525,train
3ejv,A,3ejv_A,159,1.40,439,train
8s9n,A,8s9n_A,224,1.89,721,train
3fza,A,3fza_A,106,1.80,322,train
6au7,A,6au7_A,38,1.90,114,train
3o3y,A,3o3y_A,37,1.35,76,train
3f1b,A,3f1b_A,183,2.40,611,train
3p2h,A,3p2h_A,184,2.00,606,train
5e1l,A,5e1l_A,173,2.15,568,train
3ewg,A,3ewg_A,80,2.04,232,val
8j9q,A,8j9q_A,73,2.18,201,train
8su7,A,8su7_A,120,2.40,369,val
6hlk,A,6hlk_A,131,2.42,375,train
6e6r,A,6e6r_A,56,1.50,159,train
5loz,A,5loz_A,137,1.95,451,train
5gmb,A,5gmb_A,171,1.62,541,train
1ws6,A,1ws6_A,171,2.50,533,train
1z6m,A,1z6m_A,175,1.30,573,train
1cc7,A,1cc7_A,72,1.20,202,train
5tqj,A,5tqj_A,124,1.30,355,test
2cyj,A,2cyj_A,118,1.50,390,train
8dv0,A,8dv0_A,192,1.40,597,test
6owd,A,6owd_A,30,1.50,57,train
3kfo,A,3kfo_A,213,1.90,709,train
3h7m,A,3h7m_A,228,2.40,796,train
8uds,D,8uds_D,147,1.50,442,train
2hd9,A,2hd9_A,145,1.35,458,test
3nl9,A,3nl9_A,169,1.78,395,train
1l8r,A,1l8r_A,101,1.65,307,train
3raz,A,3raz_A,135,2.00,420,train
4ygt,A,4ygt_A,148,2.13,490,train
1w2l,A,1w2l_A,97,1.30,285,val
2f6e,A,2f6e_A,125,1.85,344,test
1sk4,A,1sk4_A,163,1.65,496,train
6fm8,A,6fm8_A,50,1.78,115,train
2nsa,A,2nsa_A,167,1.70,474,train
2b0v,A,2b0v_A,148,1.55,443,test
4uz0,A,4uz0_A,87,2.40,266,train
7nfl,A,7nfl_A,31,1.44,54,train
2ar1,A,2ar1_A,157,1.60,488,test
1ijt,A,1ijt_A,128,1.80,416,train
3kfw,X,3kfw_X,234,2.50,699,train
6g66,A,6g66_A,31,1.60,57,train
6onp,A,6onp_A,211,2.27,679,train
5c8h,A,5c8h_A,105,2.01,301,train
5nyq,A,5nyq_A,208,1.95,689,test
2z5w,A,2z5w_A,136,1.35,436,train
4zqa,A,4zqa_A,86,1.65,188,train
4rd7,A,4rd7_A,119,1.57,332,train
6uwo,A,6uwo_A,120,2.30,365,train
1bik,A,1bik_A,110,2.50,319,train
4hnr,A,4hnr_A,120,1.90,382,train
3vvv,A,3vvv_A,108,1.35,300,train
3hqc,A,3hqc_A,140,1.80,407,train
4mk6,A,4mk6_A,188,2.35,602,train
3q4q,A,3q4q_A,169,1.75,592,train
7z5k,A,7z5k_A,56,2.28,130,val
6mrn,A,6mrn_A,240,2.29,767,train
4o7q,A,4o7q_A,94,1.82,298,test
6s2p,N,6s2p_N,252,2.50,712,train
1lo7,A,1lo7_A,140,1.50,441,train
9q36,A,9q36_A,104,2.10,318,train
5hre,A,5hre_A,177,1.75,547,val
3m6q,A,3m6q_A,181,2.40,588,test
4kv2,A,4kv2_A,90,1.88,250,train
5gyq,A,5gyq_A,169,2.10,528,train
4liz,A,4liz_A,139,1.50,435,train
6q22,A,6q22_A,34,1.60,72,train
3tmo,A,3tmo_A,141,2.20,354,train
9zfq,A,9zfq_A,170,1.90,560,train
1et1,A,1et1_A,34,0.90,70,train
1yje,A,1yje_A,226,2.40,744,train
3h4y,A,3h4y_A,154,1.55,531,train
6edv,A,6edv_A,184,1.35,602,train
1vbw,A,1vbw_A,68,0.93,188,train
3jtz,A,3jtz_A,77,1.30,208,train
2fiu,A,2fiu_A,96,2.00,281,val
2nyc,A,2nyc_A,130,1.90,395,train
3o7k,A,3o7k_A,139,1.98,432,train
3tjq,A,3tjq_A,106,2.00,282,train
1fxr,A,1fxr_A,64,2.30,165,train
1r6k,A,1r6k_A,187,2.50,565,train
6drq,A,6drq_A,185,2.30,565,val
5v1b,A,5v1b_A,226,2.49,759,test
4ilu,A,4ilu_A,165,2.30,436,val
2p0t,A,2p0t_A,148,2.19,437,train
2ra9,A,2ra9_A,127,1.40,346,train
2c3g,A,2c3g_A,98,2.00,286,train
3bqx,A,3bqx_A,139,1.40,380,train
5x56,A,5x56_A,103,1.85,318,train
9kkd,A,9kkd_A,45,1.85,82,train
4den,A,4den_A,112,1.60,363,train
3b7x,A,3b7x_A,117,2.10,360,train
7okw,A,7okw_A,97,1.62,265,train
2buk,A,2buk_A,184,2.45,607,train
2qqy,A,2qqy_A,139,2.00,462,train
6xy0,A,6xy0_A,31,1.11,57,train
6mj9,A,6mj9_A,145,1.85,454,train
5ol9,A,5ol9_A,81,1.30,251,train
2dg7,A,2dg7_A,187,2.30,585,train
2uv4,A,2uv4_A,144,1.33,424,train
3idv,A,3idv_A,235,1.95,708,train
3l2c,A,3l2c_A,85,1.87,238,train
7enm,A,7enm_A,101,1.70,310,train
2zov,A,2zov_A,166,2.00,508,train
3dxs,X,3dxs_X,74,1.70,229,train
8k7z,A,8k7z_A,172,1.30,545,train
4h8o,A,4h8o_A,32,1.60,60,train
6ao7,A,6ao7_A,153,1.85,457,train
4u6n,A,4u6n_A,193,1.91,661,train
4tn5,A,4tn5_A,113,2.29,357,train
4kvh,A,4kvh_A,111,1.61,329,train
2w50,A,2w50_A,98,1.60,294,train
4qma,A,4qma_A,192,1.65,628,test
5n35,A,5n35_A,60,2.24,171,train
1xcj,A,1xcj_A,229,2.00,798,train
3ost,A,3ost_A,119,1.69,363,val
4hs2,A,4hs2_A,64,1.53,186,train
1ixl,A,1ixl_A,130,1.94,413,test
2qt4,A,2qt4_A,95,1.30,282,train
3ifk,A,3ifk_A,87,2.03,262,train
4dn9,A,4dn9_A,98,2.05,269,train
4gos,A,4gos_A,115,1.59,348,train
1i3j,A,1i3j_A,96,2.20,190,val
1woz,A,1woz_A,159,1.94,528,train
9fdo,A,9fdo_A,78,2.06,204,train
3csz,A,3csz_A,159,1.80,574,train
7v4m,B,7v4m_B,168,1.90,548,train
2y43,A,2y43_A,89,1.80,248,train
4w5h,A,4w5h_A,208,1.96,638,test
1k4j,A,1k4j_A,193,2.50,636,train
1kpt,A,1kpt_A,105,1.75,348,train
7rzb,A,7rzb_A,138,1.60,461,train
2p06,A,2p06_A,84,2.10,235,train
6gdj,A,6gdj_A,71,1.50,191,train
9iez,A,9iez_A,97,1.45,262,val
6xpg,A,6xpg_A,198,1.90,672,train
8rw6,B,8rw6_B,106,1.83,329,test
3zfi,A,3zfi_A,93,1.98,277,train
1ucr,A,1ucr_A,74,1.20,195,train
6hba,A,6hba_A,89,1.65,251,train
8woj,A,8woj_A,75,1.77,208,train
3m4r,A,3m4r_A,213,2.00,716,train
2c2q,A,2c2q_A,183,1.70,600,train
6xat,A,6xat_A,77,2.20,191,train
3kwr,A,3kwr_A,83,1.45,211,train
1e3o,C,1e3o_C,132,1.90,383,test
4xrf,A,4xrf_A,142,2.16,401,train
2o7t,A,2o7t_A,188,2.10,572,train
1w24,A,1w24_A,180,2.10,579,train
4xed,A,4xed_A,97,1.23,310,train
2d68,A,2d68_A,75,1.60,197,test
3hcz,A,3hcz_A,147,1.88,469,train
3nr5,A,3nr5_A,157,1.55,471,train
9m0k,A,9m0k_A,61,1.80,140,train
4bgc,A,4bgc_A,102,1.20,307,train
2nqw,A,2nqw_A,87,1.30,251,train
2yh9,A,2yh9_A,66,1.80,104,val
2cxh,A,2cxh_A,180,1.80,587,train
2iia,A,2iia_A,89,1.80,267,train
2oee,A,2oee_A,92,1.96,234,train
5f29,A,5f29_A,70,1.82,199,train
2vyo,A,2vyo_A,206,1.50,690,train
6psh,A,6psh_A,70,2.21,170,train
6l7x,A,6l7x_A,203,2.39,627,train
6w1e,A,6w1e_A,202,2.20,645,train
3js5,A,3js5_A,156,1.94,515,train
4fz4,A,4fz4_A,154,2.44,480,train
1iab,A,1iab_A,200,1.79,653,train
7dtl,A,7dtl_A,61,1.80,149,train
2wb3,A,2wb3_A,155,1.90,171,val
1cqk,A,1cqk_A,101,2.20,296,train
5xi8,A,5xi8_A,175,1.70,549,train
2gpi,A,2gpi_A,91,1.60,256,train
1buo,A,1buo_A,121,1.90,342,train
3va1,A,3va1_A,107,1.74,319,train
7qat,A,7qat_A,215,2.40,692,train
9f5a,A,9f5a_A,32,2.00,58,train
2vmh,A,2vmh_A,147,1.50,489,test
9ydf,A,9ydf_A,131,2.18,412,test
5od4,A,5od4_A,124,1.10,334,train
4mge,A,4mge_A,108,1.85,337,test
7bas,A,7bas_A,31,1.10,56,train
5cuw,A,5cuw_A,162,1.89,545,train
3d6w,A,3d6w_A,109,2.40,320,train
7k82,A,7k82_A,190,2.10,556,train
1jnm,A,1jnm_A,56,2.20,129,val
1w16,A,1w16_A,125,2.30,405,train
6prh,A,6prh_A,122,2.08,309,train
3kq0,A,3kq0_A,175,1.80,549,train
7f3k,A,7f3k_A,90,1.76,273,train
2b02,A,2b02_A,111,1.50,339,train
3rt2,A,3rt2_A,171,1.50,522,train
1aoj,A,1aoj_A,60,2.50,100,train
3msh,A,3msh_A,90,1.51,247,train
3u8v,A,3u8v_A,83,1.90,287,train
1u5z,A,1u5z_A,128,2.40,406,test
3bd3,A,3bd3_A,112,1.60,351,train
3d7n,A,3d7n_A,157,2.30,529,train
3r3t,A,3r3t_A,95,2.30,104,train
1bgc,A,1bgc_A,158,1.70,521,train
2hps,A,2hps_A,184,1.72,593,train
3agn,A,3agn_A,114,0.96,330,train
6q10,A,6q10_A,148,1.60,448,train
8yxu,A,8yxu_A,91,2.10,268,train
7p0v,A,7p0v_A,90,1.56,250,val
2f8k,A,2f8k_A,84,2.00,245,train
2p57,A,2p57_A,124,1.80,402,train
3n6t,A,3n6t_A,205,1.85,643,train
2x6u,A,2x6u_A,176,1.90,538,train
2opg,A,2opg_A,98,1.50,271,train
1mb1,A,1mb1_A,98,2.10,302,train
9fic,A,9fic_A,79,1.30,226,train
2agc,A,2agc_A,162,2.50,437,train
8p2a,A,8p2a_A,89,2.00,272,train
5hwi,A,5hwi_A,229,1.75,761,train
3kbg,A,3kbg_A,192,1.75,596,train
5c9n,A,5c9n_A,64,2.20,145,train
1od9,A,1od9_A,119,2.10,354,train
8w4d,A,8w4d_A,225,2.17,724,train
7z0k,A,7z0k_A,87,2.30,255,train
6ood,A,6ood_A,155,1.50,478,train
1zgh,A,1zgh_A,227,2.05,709,val
1iu9,A,1iu9_A,111,2.04,361,test
3lxx,A,3lxx_A,169,2.15,496,train
6mjk,A,6mjk_A,144,1.45,366,test
4qvs,A,4qvs_A,217,2.10,421,train
9q88,A,9q88_A,79,1.20,182,test
6ha4,A,6ha4_A,55,1.33,157,val
4zho,A,4zho_A,97,2.34,292,train
2x8w,A,2x8w_A,125,1.95,400,train
7fdf,A,7fdf_A,197,2.05,620,val
7wme,A,7wme_A,153,1.70,486,train
6le1,A,6le1_A,89,2.30,191,train
1vtn,C,1vtn_C,102,2.50,276,train
2xdg,A,2xdg_A,89,1.95,219,train
7bav,A,7bav_A,31,1.30,57,test
8qlu,A,8qlu_A,137,2.02,393,train
7wvr,A,7wvr_A,199,1.41,668,train
4c0n,A,4c0n_A,150,1.77,497,train
1row,A,1row_A,107,2.00,318,train
1bd8,A,1bd8_A,156,1.80,511,train
1v0a,A,1v0a_A,170,1.98,555,val
5mvr,A,5mvr_A,148,1.76,450,train
3key,A,3key_A,175,2.10,555,train
1tsf,A,1tsf_A,81,1.70,256,train
6ecm,A,6ecm_A,98,2.35,272,test
3fpr,A,3fpr_A,85,1.63,222,train
8gpm,A,8gpm_A,193,1.70,575,train
7a1t,A,7a1t_A,30,1.42,53,train
7dqg,A,7dqg_A,161,2.21,391,train
3emu,A,3emu_A,144,2.30,463,test
2rfr,A,2rfr_A,154,1.16,477,train
2av4,A,2av4_A,135,1.73,449,train
2oqk,A,2oqk_A,94,1.80,272,val
1hdf,A,1hdf_A,100,2.35,342,test
1i9e,A,1i9e_A,115,2.50,338,train
7du0,A,7du0_A,125,1.96,376,train
9wye,A,9wye_A,212,1.35,698,train
6a5d,A,6a5d_A,93,1.40,276,val
3f0a,A,3f0a_A,159,2.50,507,train
7c78,A,7c78_A,69,1.98,190,val
2czr,A,2czr_A,226,2.30,674,train
7b2s,A,7b2s_A,172,1.50,591,train
6wbp,A,6wbp_A,56,1.80,119,train
3uwt,A,3uwt_A,197,2.50,600,test
9gso,A,9gso_A,167,1.61,503,train
2hhg,A,2hhg_A,132,1.20,387,train
4hyl,A,4hyl_A,113,1.75,332,train
3qre,A,3qre_A,198,2.40,682,train
8hs7,A,8hs7_A,126,2.00,358,train
7trw,A,7trw_A,213,2.28,640,train
3g98,A,3g98_A,111,1.85,390,test
7bng,A,7bng_A,96,1.47,287,train
4zya,A,4zya_A,69,1.65,181,train
3car,A,3car_A,103,1.90,212,train
7nen,A,7nen_A,160,1.98,485,train
8hl6,A,8hl6_A,212,1.80,699,train
6lg3,A,6lg3_A,74,1.90,215,train
5zwz,A,5zwz_A,146,2.00,444,val
9q8b,A,9q8b_A,145,1.40,462,train
6o6d,A,6o6d_A,66,1.82,179,val
1iko,P,1iko_P,141,1.92,407,train
4e0q,A,4e0q_A,121,2.50,348,train
6t9q,A,6t9q_A,62,1.15,154,train
3k0x,A,3k0x_A,100,1.70,281,train
6cxb,A,6cxb_A,122,1.70,349,train
4nxy,A,4nxy_A,176,1.45,558,test
4id3,A,4id3_A,87,1.97,254,train
6tgj,A,6tgj_A,68,1.50,200,train
1u7u,A,1u7u_A,198,2.40,632,train
2yzt,A,2yzt_A,67,1.80,127,train
6jsa,A,6jsa_A,165,1.30,555,train
9kvu,A,9kvu_A,94,1.90,283,train
6if6,A,6if6_A,131,1.90,389,train
1lba,A,1lba_A,146,2.20,476,train
5el0,A,5el0_A,223,1.85,718,train
4f54,A,4f54_A,184,1.60,576,train
1t3x,A,1t3x_A,130,2.00,400,train
1oot,A,1oot_A,58,1.39,169,val
5al6,A,5al6_A,44,0.80,90,val
7eyl,A,7eyl_A,95,1.20,286,train
1wv9,A,1wv9_A,87,2.00,265,train
2cwy,A,2cwy_A,94,1.85,292,val
7aoj,A,7aoj_A,158,1.63,506,train
8fhb,A,8fhb_A,204,1.95,673,train
1usd,A,1usd_A,42,1.70,86,train
4jyo,X,4jyo_X,217,2.50,780,train
7yvz,A,7yvz_A,63,1.70,128,train
4ira,A,4ira_A,162,2.20,443,train
6jhv,A,6jhv_A,116,2.32,353,train
3qd7,X,3qd7_X,131,2.30,415,test
2vky,B,2vky_B,152,2.05,357,train
6jza,A,6jza_A,81,2.30,193,train
1x9r,A,1x9r_A,105,1.90,301,train
8fr5,A,8fr5_A,92,1.33,262,train
6gyh,A,6gyh_A,225,2.00,835,train
9ht6,A,9ht6_A,121,2.40,344,train
4ki9,A,4ki9_A,157,2.00,509,train
8ss1,A,8ss1_A,98,1.88,308,train
2pn2,A,2pn2_A,137,1.95,346,val
9hv7,A,9hv7_A,113,1.55,351,train
1yzf,A,1yzf_A,195,1.90,685,val
4il7,A,4il7_A,85,1.40,260,train
6l5h,A,6l5h_A,82,1.30,191,train
9k5h,A,9k5h_A,70,1.80,198,train
4mn0,A,4mn0_A,182,1.90,604,train
3llh,A,3llh_A,64,2.14,188,train
3suj,A,3suj_A,123,1.34,407,train
3qh6,A,3qh6_A,140,1.80,429,train
7fds,A,7fds_A,111,1.26,299,train
3bzr,A,3bzr_A,109,1.65,326,train
2bf2,A,2bf2_A,102,2.10,304,train
8x4n,A,8x4n_A,119,2.46,332,train
7zhd,A,7zhd_A,149,1.65,463,train
4d74,A,4d74_A,151,1.57,494,train
2e12,A,2e12_A,93,1.70,256,train
3k69,A,3k69_A,151,1.95,417,train
2nrk,A,2nrk_A,165,1.65,523,train
5mbg,A,5mbg_A,192,2.30,633,train
3e46,A,3e46_A,202,1.86,669,train
1o5u,A,1o5u_A,88,1.83,261,train
4m5c,A,4m5c_A,214,2.50,772,train
2z14,A,2z14_A,116,1.68,300,train
3mce,A,3mce_A,57,2.40,109,test
2yal,A,2yal_A,39,2.27,65,train
8zg8,A,8zg8_A,59,1.74,144,train
5ubb,A,5ubb_A,218,2.00,696,train
5mjo,A,5mjo_A,186,1.55,601,train
1zv1,A,1zv1_A,59,1.60,160,train
6g6d,A,6g6d_A,31,2.05,63,train
9e5b,A,9e5b_A,214,2.26,646,val
1rh6,A,1rh6_A,55,1.70,133,train
7xy5,A,7xy5_A,197,2.37,644,train
7b5u,A,7b5u_A,81,1.20,230,train
1x6j,A,1x6j_A,88,2.00,257,train
1k6k,A,1k6k_A,142,1.80,424,train
1q8b,A,1q8b_A,93,1.90,280,train
6ir8,A,6ir8_A,69,2.30,95,train
3gbw,A,3gbw_A,161,1.32,554,train
3mhx,A,3mhx_A,85,1.70,243,train
1ujc,A,1ujc_A,156,1.90,513,train
1bec,A,1bec_A,238,1.70,738,test
4yx1,A,4yx1_A,69,1.35,130,train
3tss,A,3tss_A,190,1.90,632,train
3k7b,A,3k7b_A,85,2.10,239,train
3h31,A,3h31_A,74,1.00,183,train
4u77,A,4u77_A,121,2.03,330,train
3l1n,A,3l1n_A,155,1.30,392,train
7pc1,A,7pc1_A,72,1.90,188,test
5zu6,A,5zu6_A,152,1.40,467,val
5d8f,A,5d8f_A,109,2.35,280,train
9gfq,A,9gfq_A,117,1.70,339,test
7pt5,A,7pt5_A,120,2.30,368,train
3oio,A,3oio_A,112,1.65,338,test
4mo7,A,4mo7_A,188,1.70,616,train
1bx8,A,1bx8_A,49,1.40,93,train
2r39,A,2r39_A,109,2.02,332,train
5w0j,A,5w0j_A,31,2.20,57,train
2nn4,A,2nn4_A,62,2.10,168,train
1j3a,A,1j3a_A,129,1.60,397,train
8te6,A,8te6_A,119,1.25,347,test
4q9b,A,4q9b_A,101,1.50,273,train
4b9p,A,4b9p_A,166,1.18,537,train
8ujw,A,8ujw_A,182,1.72,547,test
1pl5,A,1pl5_A,75,2.50,174,train
4hae,A,4hae_A,66,2.00,130,train
3b79,A,3b79_A,125,1.37,392,train
3kol,A,3kol_A,146,1.90,351,train
7vnh,A,7vnh_A,112,2.40,332,train
5o75,A,5o75_A,71,1.48,188,train
1ac6,A,1ac6_A,110,2.30,346,test
1mj4,A,1mj4_A,80,1.20,215,train
4nhr,A,4nhr_A,137,2.34,359,val
7m3z,A,7m3z_A,109,1.40,328,train
6tne,A,6tne_A,108,1.25,347,train
8r9r,A,8r9r_A,255,2.42,855,train
1c75,A,1c75_A,71,0.97,206,train
1isu,A,1isu_A,62,1.50,160,train
1y9b,A,1y9b_A,81,2.20,165,test
2oiv,A,2oiv_A,170,1.95,537,train
1d4o,A,1d4o_A,177,1.21,561,test
6tgt,A,6tgt_A,163,2.15,536,val
3v3l,A,3v3l_A,83,1.65,233,val
3t0o,A,3t0o_A,196,1.59,699,train
3ag7,A,3ag7_A,105,1.80,303,train
6nrx,A,6nrx_A,106,1.90,315,train
5nod,A,5nod_A,75,1.90,203,train
3pp5,A,3pp5_A,63,1.50,146,train
5ix3,A,5ix3_A,166,1.81,533,train
2wlc,A,2wlc_A,211,1.95,644,train
4chj,A,4chj_A,124,2.32,377,train
3ulb,A,3ulb_A,102,1.90,223,train
5yhr,A,5yhr_A,92,1.34,231,train
3fez,A,3fez_A,169,2.10,521,train
4dbd,A,4dbd_A,210,1.70,719,train
6dm3,A,6dm3_A,108,1.95,310,train
3bch,A,3bch_A,197,2.15,656,train
2ego,A,2ego_A,88,1.80,246,train
1mi8,A,1mi8_A,141,2.00,479,train
2r2i,A,2r2i_A,184,2.00,583,train
8co2,A,8co2_A,76,1.64,214,train
5du4,A,5du4_A,244,1.70,783,test
4jnn,A,4jnn_A,191,2.35,626,train
6vtx,A,6vtx_A,83,2.14,183,val
7exo,A,7exo_A,207,1.75,763,val
1a32,A,1a32_A,85,2.10,215,train
3ghf,A,3ghf_A,100,2.20,235,train
6iew,A,6iew_A,91,1.50,263,train
2p64,A,2p64_A,51,2.50,106,train
2bqq,A,2bqq_A,96,2.20,268,val
3wx4,A,3wx4_A,98,1.90,262,train
5gvr,A,5gvr_A,234,1.50,788,train
5ddv,A,5ddv_A,223,2.30,720,train
8ckg,A,8ckg_A,96,1.71,192,test
1byr,A,1byr_A,152,2.00,517,val
2oqq,A,2oqq_A,42,2.00,96,train
5z11,A,5z11_A,104,2.35,281,val
8u0x,A,8u0x_A,176,1.86,515,train
8yo6,A,8yo6_A,82,1.95,236,train
1xk5,A,1xk5_A,204,2.40,660,train
6h5t,A,6h5t_A,65,1.69,183,train
3m8e,A,3m8e_A,101,2.00,269,test
2go2,A,2go2_A,163,1.87,520,train
1ye8,A,1ye8_A,172,1.40,575,train
7ecq,A,7ecq_A,175,1.38,571,train
1poc,A,1poc_A,134,2.00,413,train
1qw2,A,1qw2_A,102,1.50,292,train
2a90,A,2a90_A,160,2.15,479,val
6az5,A,6az5_A,116,2.20,355,train
7u0v,A,7u0v_A,156,2.45,437,train
3u5v,A,3u5v_A,62,1.70,142,train
4lir,A,4lir_A,80,2.46,229,train
8g9j,A,8g9j_A,201,2.50,712,train
1avy,A,1avy_A,68,1.85,123,test
5l1a,A,5l1a_A,108,2.40,317,test
1wud,A,1wud_A,77,2.20,231,train
4rkg,A,4rkg_A,37,2.50,91,train
5tkz,A,5tkz_A,89,1.53,238,train
1h3l,A,1h3l_A,75,2.38,228,val
1dzf,A,1dzf_A,211,1.90,603,train
9hfj,A,9hfj_A,80,1.40,220,train
1l9l,A,1l9l_A,74,0.92,221,train
7f3n,A,7f3n_A,247,2.35,771,train
1i3a,A,1i3a_A,200,2.15,668,val
9lx1,A,9lx1_A,74,1.25,198,train
1o3u,A,1o3u_A,120,1.75,371,train
2plu,A,2plu_A,172,1.82,587,train
8ag8,A,8ag8_A,106,1.80,309,train
9mxx,A,9mxx_A,149,2.40,423,train
2ibl,A,2ibl_A,108,1.32,221,train
4ae7,A,4ae7_A,186,1.45,591,val
2r01,A,2r01_A,195,1.15,566,train
8ypj,A,8ypj_A,50,1.91,81,val
8qgr,B,8qgr_B,221,2.20,643,test
7r4w,A,7r4w_A,100,2.30,265,train
1an8,A,1an8_A,206,2.40,667,train
